ID	Coyote	Fox	Site	Block	Year	WolfPresent	EdgeDistance	Zone	Coyote:FoxRatio	Fox:CoyoteRatio	CoyotePrice	FoxPrice
3924	1	1	Saskatch	N079	2006	Wolf	352.06	Wolf	0.06	15.66	56	23
3925	0	1	Saskatch	N080	2006	Wolf	638.78	Wolf	0.02	59.00	56	23
3926	0	0	Saskatch	N086	2006	Wolf	215.76	Wolf	0.56	1.80	56	23
3927	3	14	Saskatch	N090	2006	Wolf	163.41	Transition	0.36	2.81	56	23
3928	0	4	Saskatch	N093	2006	Wolf	661.57	Wolf	0.00	278.50	56	23
3929	45	18	Saskatch	P001	2006	Wolf	117.67	Transition	1.63	0.61	56	23
3930	7	2	Saskatch	P002	2006	Wolf	103.05	Transition	2.57	0.39	56	23
3931	12	4	Saskatch	P003	2006	Wolf	162.24	Transition	1.17	0.85	56	23
3932	1	4	Saskatch	P004	2006	Wolf	196.95	Transition	0.45	2.20	56	23
3933	11	5	Saskatch	P020	2006	NoWolf	235.86	NoWolf	1.47	0.68	56	23
3934	28	1	Saskatch	P027	2006	Wolf	17.82	Transition	6.71	0.15	56	23
3935	15	8	Saskatch	P029	2006	Wolf	136.34	Transition	2.45	0.41	56	23
3936	32	10	Saskatch	P030	2006	Wolf	154.43	Transition	1.17	0.85	56	23
3937	0	3	Saskatch	P036	2006	Wolf	148.26	Transition	0.32	3.13	56	23
3938	53	23	Saskatch	P062	2006	Wolf	122.38	Transition	1.86	0.54	56	23
3939	11	6	Saskatch	P063	2006	Wolf	129.18	Transition	1.36	0.73	56	23
3940	0	2	Saskatch	P064	2006	Wolf	93.99	Transition	1.44	0.69	56	23
3941	0	0	Saskatch	P065	2006	Wolf	198.53	Transition	0.71	1.41	56	23
3942	1	7	Saskatch	P069	2006	Wolf	169.44	Transition	0.43	2.30	56	23
3943	0	0	Saskatch	P072	2006	Wolf	142.77	Transition	0.56	1.79	56	23
3944	3	5	Saskatch	P073	2006	Wolf	158.92	Transition	1.17	0.85	56	23
3945	6	3	Saskatch	P085	2006	Wolf	68.02	Transition	1.32	0.76	56	23
3946	3	7	Saskatch	P088	2006	Wolf	177.64	Transition	0.38	2.66	56	23
3947	506	17	Saskatch	Z001	2006	NoWolf	347.73	NoWolf	3.54	0.28	56	23
3948	1197	105	Saskatch	Z002	2006	NoWolf	410.27	NoWolf	4.63	0.22	56	23
3949	238	9	Saskatch	Z003	2006	NoWolf	445.70	NoWolf	6.92	0.14	56	23
3950	530	32	Saskatch	Z004	2006	NoWolf	347.78	NoWolf	1.96	0.51	56	23
3951	1122	110	Saskatch	Z005	2006	NoWolf	329.51	NoWolf	3.68	0.27	56	23
3952	1141	50	Saskatch	Z006	2006	NoWolf	379.08	NoWolf	6.24	0.16	56	23
3953	188	3	Saskatch	Z007	2006	NoWolf	397.56	NoWolf	1.50	0.66	56	23
3954	277	60	Saskatch	Z008	2006	NoWolf	329.21	NoWolf	1.46	0.68	56	23
3955	139	45	Saskatch	Z009	2006	NoWolf	325.34	NoWolf	1.68	0.60	56	23
3956	313	34	Saskatch	Z010	2006	NoWolf	287.31	NoWolf	2.40	0.42	56	23
3957	98	17	Saskatch	Z011	2006	NoWolf	275.53	NoWolf	1.77	0.56	56	23
3958	34	5	Saskatch	Z012	2006	NoWolf	254.38	NoWolf	1.68	0.60	56	23
3959	571	60	Saskatch	Z013	2006	NoWolf	269.84	NoWolf	2.68	0.37	56	23
3960	594	70	Saskatch	Z014	2006	NoWolf	241.27	NoWolf	2.80	0.36	56	23
3961	579	87	Saskatch	Z015	2006	NoWolf	260.99	NoWolf	1.63	0.61	56	23
3962	336	61	Saskatch	Z016	2006	NoWolf	200.19	NoWolf	1.16	0.87	56	23
3963	717	68	Saskatch	Z017	2006	NoWolf	176.12	NoWolf	2.83	0.35	56	23
3964	559	43	Saskatch	Z018	2006	NoWolf	259.53	NoWolf	2.10	0.48	56	23
3965	500	36	Saskatch	Z019	2006	NoWolf	275.22	NoWolf	2.82	0.35	56	23
3966	832	98	Saskatch	Z021	2006	NoWolf	153.61	NoWolf	2.91	0.34	56	23
3967	86	13	Saskatch	Z022	2006	NoWolf	150.38	NoWolf	3.71	0.27	56	23
3968	422	53	Saskatch	Z023	2006	NoWolf	197.45	NoWolf	3.01	0.33	56	23
3969	411	18	Saskatch	Z024	2006	NoWolf	202.82	NoWolf	4.95	0.20	56	23
3970	745	72	Saskatch	Z025	2006	NoWolf	194.38	NoWolf	2.53	0.40	56	23
3971	332	11	Saskatch	Z026	2006	NoWolf	173.97	NoWolf	3.06	0.33	56	23
3972	120	23	Saskatch	Z027	2006	NoWolf	116.47	NoWolf	1.78	0.56	56	23
3973	54	10	Saskatch	Z028	2006	NoWolf	133.32	NoWolf	4.42	0.23	56	23
3974	161	22	Saskatch	Z029	2006	NoWolf	141.90	NoWolf	3.29	0.30	56	23
3975	883	69	Saskatch	Z030	2006	NoWolf	81.95	NoWolf	3.45	0.29	56	23
3976	299	18	Saskatch	Z031	2006	NoWolf	198.93	NoWolf	2.03	0.49	56	23
3977	186	24	Saskatch	Z032	2006	NoWolf	159.44	NoWolf	2.67	0.38	56	23
3978	554	77	Saskatch	Z033	2006	NoWolf	152.09	NoWolf	3.96	0.25	56	23
3979	636	60	Saskatch	Z034	2006	NoWolf	109.11	NoWolf	4.62	0.22	56	23
3980	184	100	Saskatch	Z035	2006	NoWolf	64.72	NoWolf	5.12	0.20	56	23
3981	742	145	Saskatch	Z036	2006	NoWolf	138.51	NoWolf	3.23	0.31	56	23
3982	1291	210	Saskatch	Z037	2006	NoWolf	50.16	NoWolf	3.49	0.29	56	23
3983	412	39	Saskatch	Z038	2006	NoWolf	140.06	NoWolf	3.12	0.32	56	23
3984	847	154	Saskatch	Z039	2006	NoWolf	81.83	NoWolf	4.19	0.24	56	23
3985	591	76	Saskatch	Z040	2006	NoWolf	52.17	NoWolf	3.36	0.30	56	23
3986	653	116	Saskatch	Z041	2006	NoWolf	61.13	NoWolf	2.77	0.36	56	23
3987	826	130	Saskatch	Z042	2006	Wolf	2.67	Transition	3.62	0.28	56	23
3988	359	69	Saskatch	Z043	2006	Wolf	50.71	Transition	2.45	0.41	56	23
3989	127	3	Saskatch	Z044	2006	NoWolf	46.63	NoWolf	3.69	0.27	56	23
3990	506	42	Saskatch	Z045	2006	NoWolf	48.41	NoWolf	5.71	0.18	56	23
3991	315	25	Saskatch	Z046	2006	NoWolf	75.22	NoWolf	7.59	0.13	56	23
3992	984	82	Saskatch	Z047	2006	Wolf	12.86	Transition	7.60	0.13	56	23
3993	604	139	Saskatch	Z048	2006	NoWolf	12.16	NoWolf	4.62	0.22	56	23
3994	866	126	Saskatch	Z049	2006	Wolf	59.29	Transition	4.58	0.22	56	23
3995	250	69	Saskatch	Z050	2006	Wolf	87.51	Transition	2.18	0.46	56	23
3996	266	26	Saskatch	Z051	2006	Wolf	50.89	Transition	2.51	0.40	56	23
3997	137	20	Saskatch	Z052	2006	Wolf	7.87	Transition	4.13	0.24	56	23
3998	387	42	Saskatch	Z053	2006	Wolf	60.14	Transition	4.17	0.24	56	23
3999	461	49	Saskatch	Z054	2006	Wolf	6.73	Transition	4.45	0.22	56	23
4000	392	36	Saskatch	Z055	2006	Wolf	106.35	Transition	6.60	0.15	56	23
4001	0	0	Saskatch	A111	2007	NoWolf	7.68	NoWolf	2.44	0.41	33	21
4002	6	3	Saskatch	H025	2007	Wolf	97.15	Transition	2.81	0.36	33	21
4003	21	7	Saskatch	H044	2007	Wolf	76.85	Transition	1.50	0.67	33	21
4004	0	0	Saskatch	H075	2007	Wolf	123.44	Transition	0.91	1.10	33	21
4005	40	2	Saskatch	H100	2007	Wolf	58.67	Transition	2.04	0.49	33	21
4006	16	5	Saskatch	H101	2007	Wolf	107.96	Transition	2.89	0.35	33	21
4007	82	20	Saskatch	H102	2007	Wolf	12.51	Transition	6.11	0.16	33	21
4008	59	5	Saskatch	H103	2007	Wolf	24.20	Transition	4.97	0.20	33	21
4009	53	1	Saskatch	H104	2007	Wolf	3.26	Transition	10.11	0.10	33	21
4010	89	6	Saskatch	H105	2007	Wolf	60.18	Transition	3.98	0.25	33	21
4011	10	4	Saskatch	H106	2007	Wolf	11.64	Transition	4.12	0.24	33	21
4012	0	0	Saskatch	H110	2007	Wolf	35.90	Transition	2.17	0.46	33	21
4013	0	0	Saskatch	M037	2007	Wolf	158.25	Transition	2.14	0.47	33	21
4014	43	8	Saskatch	M038	2007	Wolf	145.85	Transition	2.69	0.37	33	21
4015	0	0	Saskatch	M041	2007	Wolf	75.67	Transition	3.29	0.30	33	21
4016	27	2	Saskatch	M047	2007	Wolf	59.77	Transition	10.08	0.10	33	21
4017	0	0	Saskatch	M049	2007	Wolf	63.33	Transition	3.88	0.26	33	21
4018	24	1	Saskatch	M052	2007	Wolf	115.80	Transition	5.61	0.18	33	21
4019	6	7	Saskatch	M053	2007	Wolf	141.60	Transition	1.50	0.66	33	21
4020	63	8	Saskatch	M054	2007	Wolf	60.48	Transition	9.08	0.11	33	21
4021	143	5	Saskatch	M055	2007	Wolf	53.30	Transition	8.32	0.12	33	21
4022	15	3	Saskatch	M056	2007	Wolf	63.99	Transition	4.92	0.20	33	21
4023	9	0	Saskatch	M058	2007	Wolf	89.70	Transition	9.03	0.11	33	21
4024	0	0	Saskatch	M060	2007	Wolf	85.15	Transition	2.38	0.42	33	21
4025	73	12	Saskatch	M081	2007	Wolf	83.75	Transition	7.11	0.14	33	21
4026	0	0	Saskatch	M38B	2007	Wolf	135.98	Transition	3.52	0.28	33	21
4027	1	5	Saskatch	N005	2007	Wolf	246.92	Wolf	0.36	2.81	33	21
4028	1	0	Saskatch	N006	2007	Wolf	240.88	Wolf	0.21	4.78	33	21
4029	0	1	Saskatch	N007	2007	Wolf	283.04	Wolf	0.25	3.97	33	21
4030	0	0	Saskatch	N008	2007	Wolf	375.17	Wolf	0.03	31.52	33	21
4031	0	3	Saskatch	N009	2007	Wolf	383.87	Wolf	0.08	12.90	33	21
4032	0	0	Saskatch	N010	2007	Wolf	469.86	Wolf	0.04	27.94	33	21
4033	3	14	Saskatch	N011	2007	Wolf	316.57	Wolf	0.27	3.67	33	21
4034	0	0	Saskatch	N012	2007	Wolf	217.85	Wolf	0.67	1.49	33	21
4035	7	7	Saskatch	N013	2007	Wolf	222.22	Wolf	1.09	0.92	33	21
4036	8	5	Saskatch	N014	2007	Wolf	271.39	Wolf	0.58	1.71	33	21
4037	13	18	Saskatch	N015	2007	Wolf	298.05	Wolf	0.59	1.69	33	21
4038	3	5	Saskatch	N016	2007	Wolf	372.60	Wolf	0.11	9.01	33	21
4039	0	2	Saskatch	N017	2007	Wolf	407.90	Wolf	0.12	8.68	33	21
4040	0	0	Saskatch	N018	2007	Wolf	518.57	Wolf	0.09	10.66	33	21
4041	3	17	Saskatch	N019	2007	Wolf	447.20	Wolf	0.11	9.47	33	21
4042	0	2	Saskatch	N021	2007	Wolf	273.45	Wolf	0.53	1.88	33	21
4043	0	0	Saskatch	N022	2007	Wolf	595.88	Wolf	0.04	26.50	33	21
4044	3	1	Saskatch	N023	2007	Wolf	702.31	Wolf	0.10	10.26	33	21
4045	0	0	Saskatch	N024	2007	Wolf	741.42	Wolf	na	na	33	21
4046	0	1	Saskatch	N026	2007	Wolf	572.95	Wolf	0.09	11.50	33	21
4047	3	9	Saskatch	N028	2007	Wolf	190.76	Transition	0.70	1.44	33	21
4048	0	1	Saskatch	N031	2007	Wolf	243.65	Wolf	1.14	0.88	33	21
4049	1	2	Saskatch	N032	2007	Wolf	277.91	Wolf	0.15	6.70	33	21
4050	0	1	Saskatch	N033	2007	Wolf	325.92	Wolf	0.32	3.11	33	21
4051	0	0	Saskatch	N034	2007	Wolf	308.95	Wolf	0.13	7.60	33	21
4052	0	6	Saskatch	N035	2007	Wolf	237.73	Wolf	0.27	3.70	33	21
4053	0	14	Saskatch	N050	2007	Wolf	725.41	Wolf	0.01	167.00	33	21
4054	0	11	Saskatch	N057	2007	Wolf	613.92	Wolf	0.02	60.33	33	21
4055	0	4	Saskatch	N066	2007	Wolf	240.73	Wolf	0.29	3.48	33	21
4056	0	0	Saskatch	N068	2007	Wolf	520.28	Wolf	0.03	37.67	33	21
4057	0	3	Saskatch	N071	2007	Wolf	288.48	Wolf	0.16	6.14	33	21
4058	0	0	Saskatch	N074	2007	Wolf	360.77	Wolf	0.20	5.13	33	21
4059	0	5	Saskatch	N078	2007	Wolf	436.02	Wolf	0.05	19.65	33	21
4060	0	1	Saskatch	N079	2007	Wolf	352.06	Wolf	0.06	15.66	33	21
4061	0	1	Saskatch	N080	2007	Wolf	638.78	Wolf	0.02	59.00	33	21
4062	0	0	Saskatch	N086	2007	Wolf	215.76	Wolf	0.56	1.80	33	21
4063	2	5	Saskatch	N090	2007	Wolf	163.41	Transition	0.36	2.81	33	21
4064	0	1	Saskatch	N093	2007	Wolf	661.57	Wolf	0.00	278.50	33	21
4065	23	9	Saskatch	P001	2007	Wolf	117.67	Transition	1.63	0.61	33	21
4066	32	3	Saskatch	P002	2007	Wolf	103.05	Transition	2.57	0.39	33	21
4067	12	5	Saskatch	P003	2007	Wolf	162.24	Transition	1.17	0.85	33	21
4068	3	2	Saskatch	P004	2007	Wolf	196.95	Transition	0.45	2.20	33	21
4069	18	6	Saskatch	P020	2007	NoWolf	235.86	NoWolf	1.47	0.68	33	21
4070	65	9	Saskatch	P027	2007	Wolf	17.82	Transition	6.71	0.15	33	21
4071	21	3	Saskatch	P029	2007	Wolf	136.34	Transition	2.45	0.41	33	21
4072	25	10	Saskatch	P030	2007	Wolf	154.43	Transition	1.17	0.85	33	21
4073	0	4	Saskatch	P036	2007	Wolf	148.26	Transition	0.32	3.13	33	21
4074	36	12	Saskatch	P062	2007	Wolf	122.38	Transition	1.86	0.54	33	21
4075	11	3	Saskatch	P063	2007	Wolf	129.18	Transition	1.36	0.73	33	21
4076	2	0	Saskatch	P064	2007	Wolf	93.99	Transition	1.44	0.69	33	21
4077	0	0	Saskatch	P065	2007	Wolf	198.53	Transition	0.71	1.41	33	21
4078	0	2	Saskatch	P069	2007	Wolf	169.44	Transition	0.43	2.30	33	21
4079	2	0	Saskatch	P072	2007	Wolf	142.77	Transition	0.56	1.79	33	21
4080	4	0	Saskatch	P073	2007	Wolf	158.92	Transition	1.17	0.85	33	21
4081	0	0	Saskatch	P085	2007	Wolf	68.02	Transition	1.32	0.76	33	21
4082	8	11	Saskatch	P088	2007	Wolf	177.64	Transition	0.38	2.66	33	21
4083	1258	100	Saskatch	Z001	2007	NoWolf	347.73	NoWolf	3.54	0.28	33	21
4084	1167	42	Saskatch	Z002	2007	NoWolf	410.27	NoWolf	4.63	0.22	33	21
4085	252	23	Saskatch	Z003	2007	NoWolf	445.70	NoWolf	6.92	0.14	33	21
4086	284	23	Saskatch	Z004	2007	NoWolf	347.78	NoWolf	1.96	0.51	33	21
4087	1079	65	Saskatch	Z005	2007	NoWolf	329.51	NoWolf	3.68	0.27	33	21
4088	791	35	Saskatch	Z006	2007	NoWolf	379.08	NoWolf	6.24	0.16	33	21
4089	142	1	Saskatch	Z007	2007	NoWolf	397.56	NoWolf	1.50	0.66	33	21
4090	84	17	Saskatch	Z008	2007	NoWolf	329.21	NoWolf	1.46	0.68	33	21
4091	126	6	Saskatch	Z009	2007	NoWolf	325.34	NoWolf	1.68	0.60	33	21
4092	468	45	Saskatch	Z010	2007	NoWolf	287.31	NoWolf	2.40	0.42	33	21
4093	45	0	Saskatch	Z011	2007	NoWolf	275.53	NoWolf	1.77	0.56	33	21
4094	0	0	Saskatch	Z012	2007	NoWolf	254.38	NoWolf	1.68	0.60	33	21
4095	554	64	Saskatch	Z013	2007	NoWolf	269.84	NoWolf	2.68	0.37	33	21
4096	573	42	Saskatch	Z014	2007	NoWolf	241.27	NoWolf	2.80	0.36	33	21
4097	861	84	Saskatch	Z015	2007	NoWolf	260.99	NoWolf	1.63	0.61	33	21
4098	225	27	Saskatch	Z016	2007	NoWolf	200.19	NoWolf	1.16	0.87	33	21
4099	226	19	Saskatch	Z017	2007	NoWolf	176.12	NoWolf	2.83	0.35	33	21
4100	589	59	Saskatch	Z018	2007	NoWolf	259.53	NoWolf	2.10	0.48	33	21
4101	607	23	Saskatch	Z019	2007	NoWolf	275.22	NoWolf	2.82	0.35	33	21
4102	796	77	Saskatch	Z021	2007	NoWolf	153.61	NoWolf	2.91	0.34	33	21
4103	147	13	Saskatch	Z022	2007	NoWolf	150.38	NoWolf	3.71	0.27	33	21
4104	213	11	Saskatch	Z023	2007	NoWolf	197.45	NoWolf	3.01	0.33	33	21
4105	484	39	Saskatch	Z024	2007	NoWolf	202.82	NoWolf	4.95	0.20	33	21
4106	564	22	Saskatch	Z025	2007	NoWolf	194.38	NoWolf	2.53	0.40	33	21
4107	394	3	Saskatch	Z026	2007	NoWolf	173.97	NoWolf	3.06	0.33	33	21
4108	50	3	Saskatch	Z027	2007	NoWolf	116.47	NoWolf	1.78	0.56	33	21
4109	238	5	Saskatch	Z028	2007	NoWolf	133.32	NoWolf	4.42	0.23	33	21
4110	245	14	Saskatch	Z029	2007	NoWolf	141.90	NoWolf	3.29	0.30	33	21
4111	384	37	Saskatch	Z030	2007	NoWolf	81.95	NoWolf	3.45	0.29	33	21
4112	427	22	Saskatch	Z031	2007	NoWolf	198.93	NoWolf	2.03	0.49	33	21
4113	99	11	Saskatch	Z032	2007	NoWolf	159.44	NoWolf	2.67	0.38	33	21
4114	1007	80	Saskatch	Z033	2007	NoWolf	152.09	NoWolf	3.96	0.25	33	21
4115	243	43	Saskatch	Z034	2007	NoWolf	109.11	NoWolf	4.62	0.22	33	21
4116	73	26	Saskatch	Z035	2007	NoWolf	64.72	NoWolf	5.12	0.20	33	21
4117	350	66	Saskatch	Z036	2007	NoWolf	138.51	NoWolf	3.23	0.31	33	21
4118	1640	176	Saskatch	Z037	2007	NoWolf	50.16	NoWolf	3.49	0.29	33	21
4119	367	26	Saskatch	Z038	2007	NoWolf	140.06	NoWolf	3.12	0.32	33	21
4120	1420	144	Saskatch	Z039	2007	NoWolf	81.83	NoWolf	4.19	0.24	33	21
4121	556	61	Saskatch	Z040	2007	NoWolf	52.17	NoWolf	3.36	0.30	33	21
4122	205	40	Saskatch	Z041	2007	NoWolf	61.13	NoWolf	2.77	0.36	33	21
4123	346	42	Saskatch	Z042	2007	Wolf	2.67	Transition	3.62	0.28	33	21
4124	331	30	Saskatch	Z043	2007	Wolf	50.71	Transition	2.45	0.41	33	21
4125	62	5	Saskatch	Z044	2007	NoWolf	46.63	NoWolf	3.69	0.27	33	21
4126	288	16	Saskatch	Z045	2007	NoWolf	48.41	NoWolf	5.71	0.18	33	21
4127	359	26	Saskatch	Z046	2007	NoWolf	75.22	NoWolf	7.59	0.13	33	21
4128	1697	119	Saskatch	Z047	2007	Wolf	12.86	Transition	7.60	0.13	33	21
4129	294	33	Saskatch	Z048	2007	NoWolf	12.16	NoWolf	4.62	0.22	33	21
4130	577	71	Saskatch	Z049	2007	Wolf	59.29	Transition	4.58	0.22	33	21
4131	264	56	Saskatch	Z050	2007	Wolf	87.51	Transition	2.18	0.46	33	21
4132	282	15	Saskatch	Z051	2007	Wolf	50.89	Transition	2.51	0.40	33	21
4133	135	7	Saskatch	Z052	2007	Wolf	7.87	Transition	4.13	0.24	33	21
4134	451	25	Saskatch	Z053	2007	Wolf	60.14	Transition	4.17	0.24	33	21
4135	620	51	Saskatch	Z054	2007	Wolf	6.73	Transition	4.45	0.22	33	21
4136	361	37	Saskatch	Z055	2007	Wolf	106.35	Transition	6.60	0.15	33	21
4137	1	1	Saskatch	A111	2008	NoWolf	7.68	NoWolf	2.44	0.41	25	16
4138	7	1	Saskatch	H025	2008	Wolf	97.15	Transition	2.81	0.36	25	16
4139	14	7	Saskatch	H044	2008	Wolf	76.85	Transition	1.50	0.67	25	16
4140	2	0	Saskatch	H075	2008	Wolf	123.44	Transition	0.91	1.10	25	16
4141	20	10	Saskatch	H100	2008	Wolf	58.67	Transition	2.04	0.49	25	16
4142	3	0	Saskatch	H101	2008	Wolf	107.96	Transition	2.89	0.35	25	16
4143	38	15	Saskatch	H102	2008	Wolf	12.51	Transition	6.11	0.16	25	16
4144	66	2	Saskatch	H103	2008	Wolf	24.20	Transition	4.97	0.20	25	16
4145	156	31	Saskatch	H104	2008	Wolf	3.26	Transition	10.11	0.10	25	16
4146	101	27	Saskatch	H105	2008	Wolf	60.18	Transition	3.98	0.25	25	16
4147	15	2	Saskatch	H106	2008	Wolf	11.64	Transition	4.12	0.24	25	16
4148	0	0	Saskatch	H110	2008	Wolf	35.90	Transition	2.17	0.46	25	16
4149	0	2	Saskatch	M037	2008	Wolf	158.25	Transition	2.14	0.47	25	16
4150	47	12	Saskatch	M038	2008	Wolf	145.85	Transition	2.69	0.37	25	16
4151	0	0	Saskatch	M041	2008	Wolf	75.67	Transition	3.29	0.30	25	16
4152	52	0	Saskatch	M047	2008	Wolf	59.77	Transition	10.08	0.10	25	16
4153	0	0	Saskatch	M049	2008	Wolf	63.33	Transition	3.88	0.26	25	16
4154	23	6	Saskatch	M052	2008	Wolf	115.80	Transition	5.61	0.18	25	16
4155	9	7	Saskatch	M053	2008	Wolf	141.60	Transition	1.50	0.66	25	16
4156	112	4	Saskatch	M054	2008	Wolf	60.48	Transition	9.08	0.11	25	16
4157	121	10	Saskatch	M055	2008	Wolf	53.30	Transition	8.32	0.12	25	16
4158	32	3	Saskatch	M056	2008	Wolf	63.99	Transition	4.92	0.20	25	16
4159	11	0	Saskatch	M058	2008	Wolf	89.70	Transition	9.03	0.11	25	16
4160	0	0	Saskatch	M060	2008	Wolf	85.15	Transition	2.38	0.42	25	16
4161	149	12	Saskatch	M081	2008	Wolf	83.75	Transition	7.11	0.14	25	16
4162	0	0	Saskatch	M38B	2008	Wolf	135.98	Transition	3.52	0.28	25	16
4163	1	3	Saskatch	N005	2008	Wolf	246.92	Wolf	0.36	2.81	25	16
4164	1	9	Saskatch	N006	2008	Wolf	240.88	Wolf	0.21	4.78	25	16
4165	1	4	Saskatch	N007	2008	Wolf	283.04	Wolf	0.25	3.97	25	16
4166	0	2	Saskatch	N008	2008	Wolf	375.17	Wolf	0.03	31.52	25	16
4167	0	10	Saskatch	N009	2008	Wolf	383.87	Wolf	0.08	12.90	25	16
4168	0	10	Saskatch	N010	2008	Wolf	469.86	Wolf	0.04	27.94	25	16
4169	2	2	Saskatch	N011	2008	Wolf	316.57	Wolf	0.27	3.67	25	16
4170	1	0	Saskatch	N012	2008	Wolf	217.85	Wolf	0.67	1.49	25	16
4171	12	12	Saskatch	N013	2008	Wolf	222.22	Wolf	1.09	0.92	25	16
4172	5	8	Saskatch	N014	2008	Wolf	271.39	Wolf	0.58	1.71	25	16
4173	10	13	Saskatch	N015	2008	Wolf	298.05	Wolf	0.59	1.69	25	16
4174	1	6	Saskatch	N016	2008	Wolf	372.60	Wolf	0.11	9.01	25	16
4175	0	1	Saskatch	N017	2008	Wolf	407.90	Wolf	0.12	8.68	25	16
4176	0	1	Saskatch	N018	2008	Wolf	518.57	Wolf	0.09	10.66	25	16
4177	1	18	Saskatch	N019	2008	Wolf	447.20	Wolf	0.11	9.47	25	16
4178	1	1	Saskatch	N021	2008	Wolf	273.45	Wolf	0.53	1.88	25	16
4179	0	0	Saskatch	N022	2008	Wolf	595.88	Wolf	0.04	26.50	25	16
4180	5	1	Saskatch	N023	2008	Wolf	702.31	Wolf	0.10	10.26	25	16
4181	0	0	Saskatch	N024	2008	Wolf	741.42	Wolf	na	na	25	16
4182	0	0	Saskatch	N026	2008	Wolf	572.95	Wolf	0.09	11.50	25	16
4183	4	15	Saskatch	N028	2008	Wolf	190.76	Transition	0.70	1.44	25	16
4184	0	1	Saskatch	N031	2008	Wolf	243.65	Wolf	1.14	0.88	25	16
4185	0	1	Saskatch	N032	2008	Wolf	277.91	Wolf	0.15	6.70	25	16
4186	0	3	Saskatch	N033	2008	Wolf	325.92	Wolf	0.32	3.11	25	16
4187	0	2	Saskatch	N034	2008	Wolf	308.95	Wolf	0.13	7.60	25	16
4188	3	6	Saskatch	N035	2008	Wolf	237.73	Wolf	0.27	3.70	25	16
4189	0	11	Saskatch	N050	2008	Wolf	725.41	Wolf	0.01	167.00	25	16
4190	0	6	Saskatch	N057	2008	Wolf	613.92	Wolf	0.02	60.33	25	16
4191	9	13	Saskatch	N066	2008	Wolf	240.73	Wolf	0.29	3.48	25	16
4192	0	1	Saskatch	N068	2008	Wolf	520.28	Wolf	0.03	37.67	25	16
4193	0	3	Saskatch	N071	2008	Wolf	288.48	Wolf	0.16	6.14	25	16
4194	0	0	Saskatch	N074	2008	Wolf	360.77	Wolf	0.20	5.13	25	16
4195	0	7	Saskatch	N078	2008	Wolf	436.02	Wolf	0.05	19.65	25	16
4196	0	0	Saskatch	N079	2008	Wolf	352.06	Wolf	0.06	15.66	25	16
4197	0	2	Saskatch	N080	2008	Wolf	638.78	Wolf	0.02	59.00	25	16
4198	0	0	Saskatch	N086	2008	Wolf	215.76	Wolf	0.56	1.80	25	16
4199	10	12	Saskatch	N090	2008	Wolf	163.41	Transition	0.36	2.81	25	16
4200	0	4	Saskatch	N093	2008	Wolf	661.57	Wolf	0.00	278.50	25	16
4201	23	5	Saskatch	P001	2008	Wolf	117.67	Transition	1.63	0.61	25	16
4202	9	3	Saskatch	P002	2008	Wolf	103.05	Transition	2.57	0.39	25	16
4203	26	24	Saskatch	P003	2008	Wolf	162.24	Transition	1.17	0.85	25	16
4204	0	1	Saskatch	P004	2008	Wolf	196.95	Transition	0.45	2.20	25	16
4205	20	22	Saskatch	P020	2008	NoWolf	235.86	NoWolf	1.47	0.68	25	16
4206	4	0	Saskatch	P027	2008	Wolf	17.82	Transition	6.71	0.15	25	16
4207	17	8	Saskatch	P029	2008	Wolf	136.34	Transition	2.45	0.41	25	16
4208	26	25	Saskatch	P030	2008	Wolf	154.43	Transition	1.17	0.85	25	16
4209	0	0	Saskatch	P036	2008	Wolf	148.26	Transition	0.32	3.13	25	16
4210	26	12	Saskatch	P062	2008	Wolf	122.38	Transition	1.86	0.54	25	16
4211	2	4	Saskatch	P063	2008	Wolf	129.18	Transition	1.36	0.73	25	16
4212	7	4	Saskatch	P064	2008	Wolf	93.99	Transition	1.44	0.69	25	16
4213	0	0	Saskatch	P065	2008	Wolf	198.53	Transition	0.71	1.41	25	16
4214	1	1	Saskatch	P069	2008	Wolf	169.44	Transition	0.43	2.30	25	16
4215	6	0	Saskatch	P072	2008	Wolf	142.77	Transition	0.56	1.79	25	16
4216	7	5	Saskatch	P073	2008	Wolf	158.92	Transition	1.17	0.85	25	16
4217	1	0	Saskatch	P085	2008	Wolf	68.02	Transition	1.32	0.76	25	16
4218	0	1	Saskatch	P088	2008	Wolf	177.64	Transition	0.38	2.66	25	16
4219	239	17	Saskatch	Z001	2008	NoWolf	347.73	NoWolf	3.54	0.28	25	16
4220	509	29	Saskatch	Z002	2008	NoWolf	410.27	NoWolf	4.63	0.22	25	16
4221	173	6	Saskatch	Z003	2008	NoWolf	445.70	NoWolf	6.92	0.14	25	16
4222	82	20	Saskatch	Z004	2008	NoWolf	347.78	NoWolf	1.96	0.51	25	16
4223	507	90	Saskatch	Z005	2008	NoWolf	329.51	NoWolf	3.68	0.27	25	16
4224	341	5	Saskatch	Z006	2008	NoWolf	379.08	NoWolf	6.24	0.16	25	16
4225	103	9	Saskatch	Z007	2008	NoWolf	397.56	NoWolf	1.50	0.66	25	16
4226	242	92	Saskatch	Z008	2008	NoWolf	329.21	NoWolf	1.46	0.68	25	16
4227	4	2	Saskatch	Z009	2008	NoWolf	325.34	NoWolf	1.68	0.60	25	16
